,order_id,tip
15628,1506044,
15823,852435,
15854,1015146,
15884,950032,
15902,3260987,
15907,2117424,
15920,562888,
15939,232180,
15987,3264599,
15992,3288371,
16003,2164759,
16057,1888026,
16062,1501646,
16157,3334867,
16255,2877213,
16265,20018,
16356,2016450,
16367,591499,
16373,3277161,
16463,572329,
16483,2138164,
16491,1758870,
16503,2748224,
16513,1441408,
16520,26611,
16524,1989622,
16551,2335253,
16564,1368523,
16573,737719,
16642,689584,
16648,2895690,
16850,2484792,
16892,772327,
16977,1496873,
16981,2865637,
17081,456185,
17090,451711,
17099,2703002,
17151,1947936,
17192,3372129,
17223,1852279,
17284,1057242,
17314,3130140,
17348,817343,
17411,1745540,
17468,677693,
17536,3363061,
17542,1877053,
17546,412840,
17574,2684178,
17645,1056049,
17676,825795,
17680,2806411,
17752,336488,
17783,1213787,
17827,3339983,
17832,1793342,
17885,2244854,
17918,2477115,
17942,1694924,
17967,739040,
17975,2247613,
17993,353756,
18023,448754,
18195,2263190,
18201,1914195,
18243,1104396,
18255,1642566,
18280,1841480,
18324,147343,
18419,1961975,
18467,3049964,
18502,1457207,
18511,1110216,
18516,3267554,
18522,3231239,
18536,3408416,
18570,1230287,
18581,919214,
18593,1819437,
18650,1951006,
18660,3369062,
18665,166425,
18683,1649031,
18724,2542094,
18785,1700059,
18789,232701,
18889,3271122,
18905,1405330,
18996,3029663,
19001,1818779,
19020,1540354,
19033,2518043,
19042,3112861,
19094,2020717,
19114,3074750,
19196,1310253,
19252,3286610,
19256,324388,
19261,2098907,
19276,3005197,
19307,3068145,
19338,2656059,
19347,1060499,
19351,480184,
19370,2784999,
19379,1755968,
19386,3265834,
19485,1308679,
19489,2128395,
19502,2703783,
19519,1953977,
19535,463257,
19573,2191953,
19582,984873,
19588,580860,
19635,872058,
19710,1747911,
19715,2460981,
19781,2486698,
19788,691056,
19793,649627,
19864,1853650,
19918,1334972,
19934,3231689,
19944,3337444,
19952,3166535,
19956,1658143,
19988,1521534,
19993,409308,
20001,759590,
20043,977207,
20140,1917041,
20144,2536678,
20158,987848,
20163,573230,
20171,3097902,
20193,2971471,
20234,2427682,
20288,1516085,
20308,779885,
20416,2769899,
20430,2997075,
20472,702157,
20601,3237685,
20606,3173632,
20658,1832308,
20714,392047,
20841,194909,
20884,1834996,
20893,299379,
20910,615642,
20921,1221959,
20927,489031,
20932,3151288,
20943,3331602,
20947,1614274,
20961,2197473,
21035,2838310,
21136,2124838,
21200,609127,
21299,2645607,
21316,13066,
21360,1220959,
21380,3062848,
21399,1475448,
21406,2655103,
21411,872066,
21433,1773888,
21472,2748233,
21498,42210,
21515,2376382,
21519,2873224,
21529,2842892,
21568,434802,
21574,788530,
21580,2911814,
21637,3022502,
21641,1608036,
21658,656865,
21720,1910288,
21785,3172170,
21789,69233,
21813,2957879,
21849,3188025,
21855,2282714,
21875,124285,
21924,2622244,
21929,2092703,
21967,625829,
21974,3228819,
21999,3322557,
22057,3112455,
22165,605267,
22174,869470,
22200,3260554,
22205,3393060,
22234,116850,
22282,2043009,
22304,1976215,
22330,1174191,
22423,1023945,
22475,742327,
22479,2228786,
22523,1640271,
22534,684652,
22578,3110894,
22585,176235,
22594,2939254,
22626,1171381,
22670,19097,
22685,505497,
22727,137868,
22738,1844993,
22771,2011037,
22776,3202425,
22781,15929,
22801,1144774,
22813,2478843,
22817,2590769,
22821,1452068,
22831,2265446,
22860,89864,
22906,2766077,
23006,286505,
23011,183548,
23016,3097248,
23036,1811385,
23113,794887,
23123,513619,
23156,1624731,
23304,1744143,
23330,2317342,
23382,3005037,
23388,1152129,
23409,3121639,
23484,3123692,
23488,1985245,
23500,2708199,
23545,1423791,
23685,995244,
23691,2730940,
23796,1940447,
23807,3143940,
23839,1667199,
23946,1467877,
23950,169843,
24022,1681868,
24037,1391123,
24055,1981706,
24126,1146409,
24195,2568457,
24304,3203982,
24341,683555,
24349,350829,
24423,623638,
24453,1120519,
24513,577729,
24519,1038672,
24571,603293,
24629,1405998,
24640,1647333,
24684,1716870,
24693,883730,
24697,1270268,
24777,1471161,
24842,2233216,
24846,3010243,
24850,1149855,
24934,2208921,
24991,1705038,
25041,2588460,
25170,821581,
25194,16453,
25226,1876333,
25287,2212701,
25309,1417278,
25316,212317,
25345,2285782,
25368,3163983,
25463,2658264,
25470,1980038,
25518,2026445,
25572,957464,
25608,1406888,
25622,2221092,
25634,3364387,
25704,2397010,
25742,322784,
25746,1547261,
25751,2733086,
25804,3186485,
25904,1351723,
25936,2773834,
26028,2004451,
26042,1293462,
26066,1474612,
26070,1028054,
26074,1536560,
26233,2284276,
26256,2414407,
26367,518525,
26372,2449995,
26459,1579001,
26512,877873,
26557,271311,
26570,2450897,
26576,1744744,
26584,1719217,
26591,2970747,
26659,1684202,
26744,1611268,
26754,2615857,
26763,1275117,
26812,2338783,
26837,568071,
26841,1815604,
26918,2237858,
26923,50141,
26929,1478236,
26933,2448726,
26948,1395872,
26981,466864,
27147,3233180,
27153,2493143,
27160,2019002,
27164,17188,
27220,283068,
27234,3165557,
27243,2749321,
27250,2709723,
27278,2042436,
27294,2069010,
27327,1809422,
27340,2459190,
27345,1305076,
27351,394490,
27399,157238,
27407,710176,
27424,2356986,
27558,3130851,
27651,2847278,
27708,2529021,
27843,1247668,
27856,368678,
27893,3277922,
27897,2209655,
27922,2887308,
27976,821724,
27992,3072637,
27998,1576440,
28014,3099309,
28024,346741,
28028,2960144,
28032,2514509,
28045,126797,
28052,2611686,
28123,462482,
28132,509434,
28180,1385314,
28201,3338030,
28247,2845138,
28307,3057029,
28393,1217452,
28399,2255388,
28521,154383,
28638,145975,
28664,1187492,
28692,2963630,
28697,1756193,
28714,869810,
28726,1868999,
28812,2359073,
28833,1630900,
28846,1970863,
28855,1266426,
28962,2270027,
28967,1635247,
29008,1886091,
29082,1174219,
29123,1061507,
29152,1538485,
29258,1233543,
29264,412188,
29281,1380699,
29368,1403288,
29375,178653,
29462,543294,
29572,3210857,
29586,2114410,
29639,2715304,
29649,2407582,
29673,3255483,
29702,1156496,
29706,3368213,
29711,2969849,
29735,528034,
29806,2946173,
29832,929316,
29928,2831368,
29939,2279874,
30039,1682211,
30060,2245073,
30064,1493686,
30115,1299917,
30209,1222515,
30216,588592,
30228,518710,
30282,1890287,
30294,3245169,
30331,1374304,
30500,145138,
30600,344890,
30767,3288092,
30824,897664,
30854,14538,
30906,2949150,
30927,2537705,
30952,330588,
30962,2793861,
31070,2418463,
31080,2781743,
31085,2927937,
31106,421430,
31112,730844,
31192,867392,
31309,2056677,
31335,283578,
31357,174291,
31379,414798,
31384,493475,
31451,621183,
31462,1328373,
31469,2830040,
31473,2492576,
31535,2332093,
31583,583113,
31815,1342893,
31883,3248472,
31929,2857916,
31945,496883,
31962,670406,
31974,1905539,
32039,20990,
32045,1103882,
32091,700442,
32187,2527806,
32206,3282955,
32214,35864,
32326,2158261,
32426,172315,
32439,772960,
32461,1063038,
32469,1075839,
32473,3033935,
32482,1737444,
32513,2749866,
32562,297648,
32566,1712033,
32573,815874,
32664,2844786,
32720,3376866,
32728,385170,
32780,1342033,
32812,2442789,
32864,1090894,
32876,1892224,
32964,3095480,
33003,623591,
33035,805747,
33042,2568082,
33049,476328,
33130,2615153,
33146,2881360,
33220,1635763,
33250,1192940,
33316,613071,
33323,2968597,
33334,3344027,
33405,3392242,
33420,2957244,
33429,2717601,
33433,1233389,
33441,3120718,
33635,2925161,
33812,2417249,
33838,2064762,
33943,1412215,
33949,2649354,
33971,510773,
34086,3040271,
34091,518377,
34132,3229295,
34176,408001,
34240,3285446,
34311,918345,
34377,1952310,
34384,916720,
34484,1587869,
34505,1238511,
34510,3321425,
34595,2447221,
34599,812425,
34637,853106,
34741,1067731,
34756,220760,
34761,208789,
34821,804120,
34825,2360161,
34835,1138822,
34844,1007933,
34879,2145425,
34910,836851,
34914,353483,
34918,862291,
34997,2809599,
35026,1354004,
35090,3090159,
35095,306460,
35113,248212,
35117,3095713,
35135,2021371,
35154,1583092,
35163,2745127,
35260,343818,
35264,1080736,
35318,1166491,
35340,1453199,
35364,1244073,
35409,521634,
35482,1005001,
35554,1258418,
35588,3055700,
35627,2043219,
35661,1183453,
35688,1990708,
35716,368504,
35731,2537703,
35760,1142264,
35860,1496020,
35893,138660,
35898,2726438,
35902,472055,
35922,1927260,
35968,2451174,
35975,890832,
35985,1980909,
36146,1024299,
36161,1734238,
36171,1850602,
36222,1579908,
36232,430374,
36249,1311384,
36268,149036,
36273,2129175,
36526,770916,
36530,2305058,
36535,1362948,
36580,3113974,
36599,705795,
36603,2509721,
36607,495378,
36672,1213213,
36753,917387,
36841,701692,
36867,814876,
36876,49506,
36880,2293797,
36982,581953,
36987,131382,
36994,1311595,
37123,1117693,
37153,3028094,
37336,2208998,
37362,3133379,
37397,2123695,
37409,2539004,
37468,1844324,
37536,1045151,
37549,2171236,
37578,3173563,
37592,1614963,
37596,1869076,
37694,1727413,
37700,3302132,
37744,2962172,
37752,2054904,
37799,678292,
37913,252109,
37970,2527016,
38044,1111201,
38086,701202,
38093,2892594,
38100,326405,
38233,1383315,
38284,1659217,
38315,2794349,
38348,1404086,
38624,1435403,
38676,1277631,
38758,2004703,
38830,887556,
38848,1707365,
38972,2247576,
39033,2434052,
39125,41594,
39131,3207982,
39146,555737,
39158,418383,
39185,3252832,
39279,2573636,
39363,2101832,
39368,495257,
39372,755685,
39380,2374506,
39393,1773203,
39423,490464,
39433,204609,
39447,2908061,
39451,926050,
39463,582316,
39478,1104458,
39490,3109756,
39527,3313539,
39531,3337089,
39603,361061,
39618,2557433,
39758,1817739,
39763,468155,
39810,836347,
39848,317225,
39872,1495595,
39896,1877284,
40026,1087344,
40106,1491354,
40251,1077618,
40259,117370,
40320,2513589,
40333,675163,
40338,2606396,
40397,861905,
40452,120094,
40494,767786,
40498,3012148,
40514,2957138,
40549,126154,
40596,2355421,
40613,2243092,
40629,2239863,
40647,149889,
40654,646569,
40746,2810197,
40760,75337,
40813,1172369,
40850,3150270,
40864,3062003,
40915,3031029,
41042,162358,
41086,3312473,
41166,966163,
41191,2249752,
41220,3195300,
41240,1572833,
41245,2616253,
41356,3340928,
41443,3341511,
41484,1801922,
41498,956078,
41503,1069154,
41575,273758,
41625,245956,
41651,1824304,
41726,3012570,
41744,1850441,
41805,2235940,
41819,2847170,
41885,3395231,
41890,2237993,
41956,3093037,
41994,1146669,
42050,1565968,
42083,2904561,
42159,623746,
42235,1203357,
42254,785046,
42362,715826,
42373,1259414,
42398,1583203,
42413,3151742,
42417,574325,
42426,3180377,
42432,1070240,
42442,2296223,
42500,3249574,
42505,147599,
42538,3360855,
42565,618397,
42570,135228,
42576,253281,
42584,1223154,
42648,1787589,
42654,1094408,
42686,2674919,
42704,1806105,
42712,3072984,
42718,2153132,
42780,3348660,
42785,42596,
42839,2352112,
43021,190203,
43092,2560302,
43097,1849852,
43266,1904945,
43272,3155274,
43295,1431633,
43330,2588291,
43350,2539915,
43375,609243,
43427,726786,
43476,1010751,
43483,2409809,
43575,2943561,
43591,42199,
43607,707861,
43750,802132,
43759,562961,
43797,74973,
43811,2987166,
43852,2673506,
43907,1205021,
43916,189527,
43936,2143077,
43947,3011446,
43951,2025988,
44089,288423,
44093,383311,
44102,3229098,
44136,1149658,
44249,2652370,
44288,2689194,
44379,1033765,
44398,738088,
44544,490009,
44552,394545,
44559,27128,
44566,938501,
44571,613449,
44673,2334361,
44680,1161025,
44691,2839811,
44716,2587690,
44883,1634261,
44900,3020011,
44904,38225,
44953,671430,
45064,1420448,
45070,757080,
45117,1411181,
45171,1194936,
45218,2458107,
45225,1999833,
45232,1685366,
45258,1816640,
45263,3122621,
45267,3324407,
45297,489822,
45338,321411,
45344,3402393,
45348,3106417,
45356,2387815,
45388,2937241,
45444,3054833,
45590,1390731,
45656,2996452,
45683,1148254,
45794,1605315,
45813,2442778,
45829,3232824,
45843,1886835,
45893,2925339,
45914,3268542,
45921,2952510,
45932,3067911,
45937,134944,
45965,2117526,
46000,2529595,
46041,563024,
46046,2099956,
46054,3325712,
46115,2724405,
46209,2795369,
46237,267573,
46299,344544,
46339,3121397,
46355,2626929,
46374,2807795,
46392,683104,
46398,3149915,
46452,1705646,
46490,2569999,
46496,1713171,
46502,2529572,
46510,1685725,
46521,571592,
46574,203571,
46674,257429,
46692,316754,
46714,1228411,
46768,2806719,
46772,265752,
46788,503920,
46816,2306725,
46881,456576,
46886,1910738,
46990,1660954,
47003,365869,
47028,259284,
47040,221978,
47107,2611770,
47140,1572061,
47155,2078992,
47243,3239633,
47343,2239028,
47371,1128869,
47384,1135423,
47441,507039,
47445,266045,
47500,2754112,
47606,143738,
47687,2444218,
47696,2212196,
47720,3327068,
47725,3143454,
47735,1645521,
47789,700547,
47793,1381686,
47799,3058072,
47847,69850,
47890,1444355,
47948,2104535,
47967,3182753,
47975,2306751,
48012,3367450,
48022,271846,
48026,370558,
48200,2301545,
48221,3173007,
48233,1845470,
48237,1375714,
48241,1003687,
48320,2106543,
48335,2363041,
48341,2032962,
48351,1741182,
48357,415295,
48417,974654,
48439,3034307,
48539,1754722,
48552,1265847,
48599,277782,
48629,1992128,
48664,3367621,
48709,1549183,
48728,3298305,
48734,2389839,
48792,2380548,
48810,1888249,
48875,2496369,
48882,1688118,
48902,1544630,
48956,896929,
48998,1378018,
49023,3350445,
49043,1700205,
49081,1149237,
49161,253975,
49209,3072535,
49323,1733328,
49390,135241,
49491,1553955,
49501,2694521,
49508,2548219,
49515,1701639,
49520,2606324,
49534,1670032,
49545,1273082,
49549,3269523,
49555,394773,
49566,3237445,
49571,2879504,
49592,3117568,
49596,2619185,
49612,1484201,
49616,1416481,
49637,1399060,
49641,2835996,
49705,181311,
49755,2520846,
49813,3176777,
49926,819661,
49932,1584264,
49944,1997735,
49949,1899034,
50017,3128169,
50025,3166604,
50086,863205,
50096,3099595,
50107,3008525,
50193,3188368,
50200,3326897,
50289,1049848,
50358,1651642,
50386,148733,
50417,2605826,
50595,2036495,
50634,2074228,
50701,2133510,
50707,2957155,
50717,1483451,
50726,1075754,
50733,1335634,
50778,2722840,
50844,3356032,
50900,983456,
50924,1672436,
51031,3101805,
51035,1927033,
51081,3193669,
51085,427111,
51089,2175276,
51102,2465868,
51107,2709144,
51129,3327445,
51139,251665,
51181,1671293,
51190,859962,
51286,1045639,
51319,2484222,
51323,2363623,
51368,22290,
51372,1197092,
51376,1479492,
51404,328212,
51432,2051745,
51449,1074183,
51504,700754,
51510,614817,
51517,453386,
51522,2755671,
51622,2131977,
51629,1117949,
51633,718305,
51647,779276,
51651,1689859,
51696,544303,
51751,462115,
51757,2876509,
51764,1592217,
51772,2952019,
51784,1273284,
51798,274489,
51802,3061522,
51911,2184236,
51982,2224065,
51986,335822,
51995,2472404,
52060,398248,
52065,3227162,
52099,598000,
52106,2181916,
52158,731202,
52164,406662,
52172,750686,
52176,2213879,
52197,2831938,
52222,3217718,
52264,2202137,
52297,2069420,
52385,1109229,
52406,2678708,
52464,205856,
52539,2515644,
52629,302665,
52633,3136121,
52642,3055327,
52651,2427127,
52661,908938,
52761,1292533,
52878,3031761,
52923,2748015,
52929,1631916,
53041,2461484,
53060,1956438,
53101,3112578,
53156,2002166,
53196,1783355,
53212,2549191,
53278,2134473,
53284,1681728,
53321,281209,
53331,677884,
53376,1622497,
53391,843426,
53397,2761373,
53411,1337494,
53461,761038,
53518,965923,
53528,2117630,
53568,2469410,
53582,747800,
53592,1053033,
53601,873976,
53717,522364,
53723,213367,
53823,3099773,
53868,2334892,
53961,2481809,
53978,221196,
53989,131580,
54041,1947416,
54077,464257,
54083,2516844,
54088,1091321,
54210,2395604,
54361,2356941,
54399,275629,
54446,711134,
54473,2349132,
54480,1074617,
54517,1794428,
54557,2930476,
54562,2741810,
54628,1933734,
54672,1092164,
54692,2444936,
54696,1858543,
54705,1454837,
54735,1206290,
54764,1363501,
54785,1477370,
54802,3080951,
54868,1964852,
54943,3064683,
55082,1843701,
55137,1631298,
55148,3032651,
55185,1840753,
55189,1987659,
55200,604150,
55226,2163248,
55267,152389,
55341,1646768,
55441,3320996,
55498,365284,
55504,610267,
55558,1100373,
55563,1811122,
55568,3129230,
55596,3331475,
55616,401080,
55621,2894944,
55642,1114308,
55674,2718318,
55689,1698257,
55772,3252732,
55866,3244085,
55871,203202,
55923,1191513,
55947,2481061,
56109,2696715,
56148,679038,
56164,1266875,
56169,2447178,
56217,1685257,
56270,3190698,
56277,362593,
56285,243966,
56311,2325900,
56315,3183318,
56320,172849,
56332,231206,
56337,3227165,
56368,508716,
56373,2342007,
56402,356376,
56453,2779549,
56476,1447472,
56536,2622036,
56546,2438301,
56563,2044367,
56567,918151,
56672,2646247,
56704,1822335,
56711,2863056,
56802,2543842,
56811,751552,
56871,127336,
56957,646574,
56985,2227585,
56991,2388026,
57089,280954,
57117,827126,
57147,3008385,
57158,523491,
57163,1106395,
57169,12510,
57206,80103,
57217,1521616,
57221,3271987,
57227,1847849,
57278,238839,
57318,424861,
57336,1458758,
57389,825250,
57393,2687199,
57401,3405572,
57411,2728308,
57416,2940031,
57459,1145183,
57508,1531000,
57544,2014791,
57559,3388210,
57563,3238226,
57614,1599402,
57632,3183632,
57721,1869518,
57754,1500710,
57766,2454348,
57774,315178,
57779,3360456,
57799,3164338,
57803,375256,
57867,2575332,
57894,1488589,
57912,2495911,
57916,993889,
57996,1090224,
58061,1391876,
58083,219136,
58096,2408661,
58164,2077829,
58186,1851420,
58214,2896262,
58414,2979182,
58429,2512954,
58456,2041232,
58477,289521,
58481,2239721,
58530,951487,
58536,2472122,
58591,2191706,
58608,3141535,
58617,219668,
58698,1725325,
58751,2555087,
58755,2095000,
58799,1457006,
58844,42008,
58920,101110,
58935,749143,
58983,490951,
58992,1009487,
59016,1928271,
59022,3068396,
59076,2475921,
59082,1068605,
59100,879185,
59146,2372384,
59150,867396,
59218,3102697,
59257,294714,
59263,1075974,
59363,94667,
59375,3179424,
59442,631466,
59515,430435,
59553,2009927,
59664,1679773,
59668,1954067,
59725,57170,
59732,2276920,
59794,2229164,
59855,2598678,
59886,2660034,
59932,2653335,
60002,2974943,
60011,2775865,
60018,294642,
60069,995448,
60101,319619,
60128,581397,
60192,1752844,
60202,1877459,
60251,1669448,
60273,1453706,
60285,60130,
60314,1391039,
60366,739207,
60509,3168674,
60591,183856,
60627,570667,
60737,20385,
60741,317499,
60746,970737,
60794,2757811,
60834,1242501,
60879,3070510,
60886,2632365,
60906,1299056,
60911,1132287,
60962,109225,
60966,1015739,
61088,292801,
61188,2805743,
61288,1883106,
61323,3358350,
61327,3196025,
61336,829781,
61361,3366890,
61412,2437244,
61444,2656811,
61449,1451646,
61478,127452,
61519,880997,
61526,1664170,
61532,798666,
61568,3037241,
61579,323610,
61607,1857727,
61683,2856016,
61783,2205966,
61901,2381888,
61916,42094,
61947,2264232,
61951,296725,
62044,2503868,
62113,109079,
62200,724567,
62205,3169809,
62216,2122707,
62228,1659983,
62244,962181,
62291,1403354,
62316,775542,
62322,1442670,
62330,437303,
62343,3026414,
62379,2446157,
62383,2440104,
62447,54809,
62468,3216774,
62473,875443,
62481,2571386,
62504,2330535,
62511,1622649,
62553,202772,
62566,328412,
62583,518548,
62638,1230266,
62695,997622,
62729,1761911,
62829,1014758,
62837,2324050,
62883,940905,
62888,330007,
62903,3045183,
63003,2699621,
63049,319276,
63102,1755578,
63206,2105477,
63275,2993831,
63357,539663,
63420,3370725,
63429,684228,
63434,2751688,
63450,684648,
63478,480827,
63482,1061826,
63493,2299100,
63497,2150925,
63501,3378329,
63513,1778118,
63613,1246824,
63653,3075311,
63729,647049,
63787,1231924,
63827,1575040,
63903,921634,
63912,2513262,
64030,1202027,
64044,2313862,
64148,251148,
64152,52794,
64212,3397867,
64261,2785732,
64309,1217568,
64342,2839041,
64346,360088,
64374,1342905,
64432,1979499,
64471,811149,
64619,1949172,
64699,3286590,
64728,2952596,
64774,2898194,
64796,893103,
64803,147872,
64853,307081,
64875,2967667,
64891,1807697,
64921,3368917,
64930,41810,
64972,637152,
65017,577424,
65028,2424811,
65078,1752992,
65088,2563118,
65094,665772,
65116,899607,
65127,831974,
65183,1690821,
65203,2726332,
65220,1094987,
65235,2368002,
65240,1139330,
65245,1959522,
65250,903128,
65259,101815,
65366,521049,
65376,2244372,
65380,346171,
65445,2548565,
65466,1078536,
65526,1578988,
65572,814144,
65576,1773374,
65586,3289335,
65596,1021523,
65657,1301401,
65668,3054926,
65679,2672820,
65689,679197,
65789,3284115,
65822,500175,
65827,798081,
65838,1505540,
65910,3126177,
65926,1576267,
65969,76458,
66069,1990044,
66081,2850884,
66150,3333726,
66161,1167884,
66224,2506397,
66324,1318485,
66344,1632579,
66371,2361570,
66385,940480,
66395,1416486,
66404,3276861,
66533,3194880,
66551,1424130,
66611,2110952,
66673,516998,
66747,811727,
66786,2956387,
66818,2912870,
66823,738415,
66843,2559013,
66851,1246354,
66916,1794608,
66932,3084277,
66967,2881165,
66971,2917874,
67029,1054275,
67057,1611547,
67061,1709599,
67150,811540,
67163,1376269,
67179,154116,
67250,1674173,
67293,2405808,
67356,2161983,
67437,112518,
67441,124383,
